Anime_id,Title,Type,Rating,ScoredBy,Popularity,Members,Episodes,Source,Aired,Link,Genre,Producer,Studio
23651,Hanawa Hekonai Kappa Matsuri,Movie,5.75,20,13573,113,1,Unknown,1917,https://myanimelist.net/anime/23651/Hanawa_Hekonai_Kappa_Matsuri,"['Kids', 'Comedy']",,
23659,Hi no Tori: Hagoromo-hen,Movie,6.54,26,11859,221,1,Unknown,17-Jul-04,https://myanimelist.net/anime/23659/Hi_no_Tori__Hagoromo-hen,['Drama'],['Tezuka Productions'],
23661,Glass no Chikyuu wo Sukue Unico Special,Movie,6.61,33,12135,212,1,Manga,20-Jul-00,https://myanimelist.net/anime/23661/Glass_no_Chikyuu_wo_Sukue_Unico_Special,"['Kids', 'Fantasy']",['Tezuka Productions'],
23673,Ookami Shoujo to Kuro Ouji,TV,7.41,114922,379,209778,12,Manga,"Oct 5, 2014 to Dec 21, 2014",https://myanimelist.net/anime/23673/Ookami_Shoujo_to_Kuro_Ouji,"['Comedy', 'Romance', 'School', 'Shoujo']","['VAP', 'Yomiuri Telecasting', 'Nippon Television Network']",['TYO Animations']
23675,Hi no Tori: Kizuna-hen,Special,7.31,13,12139,203,1,Unknown,2-Jun-12,https://myanimelist.net/anime/23675/Hi_no_Tori__Kizuna-hen,"['Fantasy', 'Kids']",['Tezuka Productions'],
23677,Manga Edo Erobanashi,OVA,3.3,33,11993,226,5,Unknown,"Apr 1, 1989 to Dec 27, 1989",https://myanimelist.net/anime/23677/Manga_Edo_Erobanashi,"['Comedy', 'Hentai', 'Historical']",['Group TAC'],
23679,Strange+ Special,Special,5.89,397,8142,1529,1,Manga,18-Apr-14,https://myanimelist.net/anime/23679/Strange__Special,"['Slice of Life', 'Comedy', 'Josei']",['Dream Creation'],['Seven']
23697,Kara no Kyoukai: Manner Movies,Movie,6.46,2958,4621,7103,7,Unknown,"Dec 1, 2007 to Aug 8, 2009",https://myanimelist.net/anime/23697/Kara_no_Kyoukai__Manner_Movies,"['Action', 'Comedy']",['Aniplex'],['ufotable']
23699,Kumo ni Noru,OVA,4.41,17,12490,173,2,Manga,"Mar 8, 1991 to Jun 7, 1991",https://myanimelist.net/anime/23699/Kumo_ni_Noru,"['Action', 'Seinen']",,['J.C.Staff']
23701,Toradora! Recap,OVA,7.67,17644,2053,38625,1,Unknown,30-Apr-09,https://myanimelist.net/anime/23701/Toradora_Recap,"['Slice of Life', 'Comedy', 'Romance', 'School']",,['J.C.Staff']
23703,Gatchaman Crowds: Embrace,Special,7.47,6451,3707,13125,1,Unknown,22-Jan-14,https://myanimelist.net/anime/23703/Gatchaman_Crowds__Embrace,"['Adventure', 'Sci-Fi']",['VAP'],['Tatsunoko Production']
23707,Sabaku no Kuni no Oujosama,OVA,5,18,13636,120,1,Unknown,"Mar, 2001",https://myanimelist.net/anime/23707/Sabaku_no_Kuni_no_Oujosama,"['Adventure', 'Fantasy']",['Shinano Kikaku'],['Toei Animation']
23711,Kakumei no Wakaki Sora,OVA,6.59,180,10784,498,1,Unknown,2010,https://myanimelist.net/anime/23711/Kakumei_no_Wakaki_Sora,"['Drama', 'Historical']",['Shinano Kikaku'],
23713,Nagareboshi no Okurimono,OVA,5.63,8,15245,68,1,Unknown,2006,https://myanimelist.net/anime/23713/Nagareboshi_no_Okurimono,"['Fantasy', 'Kids']",['Shinano Kikaku'],
23719,Rennyuu Tales The Animation,OVA,6.55,933,6857,2601,1,Manga,30-May-14,https://myanimelist.net/anime/23719/Rennyuu_Tales_The_Animation,['Hentai'],['Pink Pineapple'],
23723,Teppen,OVA,4.69,16,13027,142,2,Unknown,"Jan 21, 1996 to Nov 8, 1996",https://myanimelist.net/anime/23723/Teppen,"['Action', 'Comedy']",['Knack Productions'],
23725,Strike Witches: Operation Victory Arrow,OVA,7.45,5822,3387,15004,3,Original,"Dec 12, 2014 to Jul 31, 2015",https://myanimelist.net/anime/23725/Strike_Witches__Operation_Victory_Arrow,"['Action', 'Military', 'Sci-Fi', 'Magic']",['501st JOINT FIGHTER WING'],['Silver Link.']
23729,Minna Tomodachi,OVA,4.67,3,15481,64,1,Unknown,2003,https://myanimelist.net/anime/23729/Minna_Tomodachi,"['Comedy', 'Fantasy', 'Kids']",,
23733,KoSys! Kochira Keihime Tetsudou: Kouhou System-ka,ONA,4.29,17,12456,224,2,Unknown,"Apr 9, 2014 to May 18, 2016",https://myanimelist.net/anime/23733/KoSys_Kochira_Keihime_Tetsudou__Kouhou_System-ka,"['Comedy', 'Slice of Life']",,
23735,Kenzen Robo Daimidaler Specials,Special,6.2,2041,5390,5007,6,Unknown,"Jul 25, 2014 to Dec 24, 2014",https://myanimelist.net/anime/23735/Kenzen_Robo_Daimidaler_Specials,"['Ecchi', 'Comedy', 'Mecha', 'Seinen']",['Genco'],['TNK']
23737,Neko Pitcher,TV,7.04,24,11238,373,51,4-koma manga,"May 3, 2014 to Mar 29, 2016",https://myanimelist.net/anime/23737/Neko_Pitcher,"['Comedy', 'Sports', 'Kids']",,
23739,Peter Pan no Bouken Specials,Special,5.6,48,12562,186,2,Unknown,2001,https://myanimelist.net/anime/23739/Peter_Pan_no_Bouken_Specials,"['Adventure', 'Fantasy']",['Fuji TV'],['Nippon Animation']
23753,Kishin Houkou Demonbane (TV) Specials,Special,6.03,167,9603,805,2,Game,"Aug 25, 2006 to Dec 22, 2006",https://myanimelist.net/anime/23753/Kishin_Houkou_Demonbane_TV_Specials,"['Magic', 'Mecha', 'Sci-Fi', 'Supernatural']",['Nitroplus'],
23755,Nanatsu no Taizai,TV,8.29,383080,38,625402,24,Manga,"Oct 5, 2014 to Mar 29, 2015",https://myanimelist.net/anime/23755/Nanatsu_no_Taizai,"['Action', 'Adventure', 'Supernatural', 'Magic', 'Ecchi', 'Fantasy', 'Shounen']","['Aniplex', 'Dentsu', 'Mainichi Broadcasting System', 'Kodansha', 'Movic']",['A-1 Pictures']
23759,Oira no Ski,Movie,5.18,179,10754,353,1,Original,7-Mar-30,https://myanimelist.net/anime/23759/Oira_no_Ski,"['Comedy', 'Sports']",,
23763,Manga Aesop Monogatari,Movie,6.08,24,13594,123,1,Unknown,13-Mar-83,https://myanimelist.net/anime/23763/Manga_Aesop_Monogatari,"['Adventure', 'Fantasy', 'Kids']",,['Toei Animation']
23765,Yamiyo no Jidaigeki,Special,4.24,21,13054,156,2,Unknown,19-Feb-95,https://myanimelist.net/anime/23765/Yamiyo_no_Jidaigeki,"['Historical', 'Horror']",,['Sunrise']
23767,Yamiyo no Jidaigeki (OVA),OVA,4.21,19,13695,126,2,Unknown,2-Aug-95,https://myanimelist.net/anime/23767/Yamiyo_no_Jidaigeki_OVA,"['Historical', 'Horror']",,['Sunrise']
23769,Toppuku Kyousou Kyoku,OVA,5.5,16,14313,104,2,Unknown,"Jun 28, 1996 to Jul 27, 1996",https://myanimelist.net/anime/23769/Toppuku_Kyousou_Kyoku,"['Comedy', 'Shounen']",,
23775,Shingeki no Kyojin Movie 1: Guren no Yumiya,Movie,7.69,18238,1681,47681,1,Manga,22-Nov-14,https://myanimelist.net/anime/23775/Shingeki_no_Kyojin_Movie_1__Guren_no_Yumiya,"['Action', 'Drama', 'Fantasy', 'Shounen', 'Super Power']","['Production I.G', 'Dentsu', 'Mainichi Broadcasting System', 'Pony Canyon', 'Kodansha']",['Wit Studio']
23777,Shingeki no Kyojin Movie 2: Jiyuu no Tsubasa,Movie,7.76,13078,1747,42837,1,Manga,27-Jun-15,https://myanimelist.net/anime/23777/Shingeki_no_Kyojin_Movie_2__Jiyuu_no_Tsubasa,"['Action', 'Super Power', 'Drama', 'Fantasy', 'Shounen']","['Production I.G', 'Dentsu', 'Mainichi Broadcasting System', 'Pony Canyon', 'Kodansha']",['Wit Studio']
23779,Akuma to Himegimi,Movie,4.44,25,12329,182,1,Unknown,20-Mar-81,https://myanimelist.net/anime/23779/Akuma_to_Himegimi,"['Comedy', 'Shoujo']",,['Toei Animation']
23781,Blade & Soul Specials,Special,5.89,2123,5029,6263,7,Game,"Jun 25, 2014 to Dec 26, 2014",https://myanimelist.net/anime/23781/Blade___Soul_Specials,['Comedy'],,['Gonzo']
23787,Hi☆sCoool! SeHa Girls,TV,6.57,3719,4373,8811,13,Other,"Oct 8, 2014 to Dec 24, 2014",https://myanimelist.net/anime/23787/Hi%E2%98%86sCoool_SeHa_Girls,"['Comedy', 'Game']",['Sega'],['TMS Entertainment']
23799,Dango San Kyoudai Attoiuma Gekijou,TV,7.35,17,14005,115,50,Unknown,"Oct, 1999 to Mar, 2004",https://myanimelist.net/anime/23799/Dango_San_Kyoudai_Attoiuma_Gekijou,"['Kids', 'Music']",['NHK'],
23801,Doctor Mambo & Kaitou Jibako: Uchuu yori Ai wo Komete!!,Special,5.29,7,14581,99,1,Unknown,12-Sep-83,https://myanimelist.net/anime/23801/Doctor_Mambo___Kaitou_Jibako__Uchuu_yori_Ai_wo_Komete,"['Adventure', 'Fantasy', 'Kids', 'Mystery', 'Sci-Fi']",,['Toei Animation']
23815,Gokuu no Daibouken Pilot,Special,5.88,16,12903,148,1,Unknown,12-Jun-66,https://myanimelist.net/anime/23815/Gokuu_no_Daibouken_Pilot,"['Comedy', 'Fantasy']",['Mushi Production'],
23819,Onimaru: Senjou ni Kakeru Itsutsu no Seishun,OVA,4.83,18,12875,143,1,Unknown,25-Apr-90,https://myanimelist.net/anime/23819/Onimaru__Senjou_ni_Kakeru_Itsutsu_no_Seishun,"['Action', 'Adventure']",['Magic Bus'],['Madhouse']
23825,Ys IV: The Dawn of Ys,Special,6.04,111,10909,378,1,Game,1993,https://myanimelist.net/anime/23825/Ys_IV__The_Dawn_of_Ys,"['Action', 'Adventure', 'Fantasy', 'Game']",,
23829,Komatsu Sakyo Anime Gekijou,TV,5.86,14,12979,136,24,Original,"Oct 19, 1989 to Mar 29, 1990",https://myanimelist.net/anime/23829/Komatsu_Sakyo_Anime_Gekijou,"['Comedy', 'Parody', 'Sci-Fi', 'Space']","['Bandai Visual', 'AIC', 'Mainichi Broadcasting System']",['Gainax']
23831,Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari - Magica Quartet x Nisioisin,Movie,6.38,3048,4168,9298,4,Other,26-Oct-13,https://myanimelist.net/anime/23831/Mahou_Shoujo_Madoka%E2%98%85Magica_Movie_3__Hangyaku_no_Monogatari_-_Magica_Quartet_x_Nisioisin,['Comedy'],,['Shaft']
23835,Moonrakers,ONA,5.66,653,8764,1213,1,Manga,15-Apr-14,https://myanimelist.net/anime/23835/Moonrakers,"['Drama', 'Sci-Fi', 'Space']",,['Studio Pierrot']
23837,Meisou! Underworld,ONA,5.77,913,8030,1739,1,Manga,15-Apr-14,https://myanimelist.net/anime/23837/Meisou_Underworld,"['Action', 'Supernatural', 'Thriller']",,['Studio Pierrot']
23847,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,TV,8.29,220515,146,354901,13,Light novel,"Apr 3, 2015 to Jun 26, 2015",https://myanimelist.net/anime/23847/Yahari_Ore_no_Seishun_Love_Comedy_wa_Machigatteiru_Zoku,"['Slice of Life', 'Comedy', 'Drama', 'Romance', 'School']","['TBS', 'Marvelous AQL', 'NBCUniversal Entertainment Japan']",['feel.']
23849,Pokemon XY: Sora no Hahen,Movie,6.81,829,5999,3444,1,Unknown,12-Jul-14,https://myanimelist.net/anime/23849/Pokemon_XY__Sora_no_Hahen,"['Adventure', 'Fantasy', 'Kids']",['TV Tokyo'],['OLM']
23855,Dennou Sentai Voogie's★Angel Gaiden: Susume! Super★Angels!,OVA,5.13,23,12712,168,2,Unknown,"Aug 21, 1998 to Sep 19, 1998",https://myanimelist.net/anime/23855/Dennou_Sentai_Voogies%E2%98%85Angel_Gaiden__Susume_Super%E2%98%85Angels,"['Action', 'Comedy', 'Mecha', 'Parody', 'Sci-Fi']",,['J.C.Staff']
23857,Go! Go! Kadendanshi 2nd Season,ONA,5.06,17,13170,142,78,Unknown,"Apr 29, 2014 to Mar 13, 2015",https://myanimelist.net/anime/23857/Go_Go_Kadendanshi_2nd_Season,"['Action', 'Seinen']",,['DLE']
23861,Ai no Kiseki: Doctor Norman Monogatari,Special,6.42,19,12681,175,1,Unknown,24-Dec-82,https://myanimelist.net/anime/23861/Ai_no_Kiseki__Doctor_Norman_Monogatari,"['Drama', 'Slice of Life']","['TV Asahi', 'Kokusai Eigasha']",
23863,Ganbare Swimmy,Movie,7,7,14596,93,1,Unknown,10-Aug-86,https://myanimelist.net/anime/23863/Ganbare_Swimmy,['Adventure'],,
23865,Ojisan Kaizou Kouza,Movie,6.11,9,14180,98,1,Unknown,24-Feb-90,https://myanimelist.net/anime/23865/Ojisan_Kaizou_Kouza,['Comedy'],"['Pony Canyon', 'Imagica']",
23867,Saru Kani Gassen: Ijimekkozaru to Shoujiki Kani-san,OVA,6,6,14727,84,1,Unknown,1-Mar-97,https://myanimelist.net/anime/23867/Saru_Kani_Gassen__Ijimekkozaru_to_Shoujiki_Kani-san,"['Comedy', 'Kids']",,
23869,Ji no Nai Hagaki,OVA,6.4,5,14720,84,1,Unknown,2003,https://myanimelist.net/anime/23869/Ji_no_Nai_Hagaki,['Slice of Life'],"['Gakken', 'Magic Bus']",
23871,Puchimas!!: Petit Petit iDOLM@STER - Fuyu→Kotatsu←Haru,OVA,6.8,477,7948,1686,1,4-koma manga,27-Mar-14,https://myanimelist.net/anime/23871/Puchimas__Petit_Petit_iDOLMSTER_-_Fuyu%E2%86%92Kotatsu%E2%86%90Haru,"['Comedy', 'Music', 'Slice of Life']",,['Gathering']
23877,Gondora,Movie,4.04,585,8565,1119,1,Original,5-Dec-97,https://myanimelist.net/anime/23877/Gondora,['Dementia'],,['Studio 4°C']
23889,Pyuu to Fuku! Jaguar: Return of Yaku Ichinenburi,OVA,6.5,12,12625,184,3,Unknown,"Dec 8, 2008 to Feb 23, 2009",https://myanimelist.net/anime/23889/Pyuu_to_Fuku_Jaguar__Return_of_Yaku_Ichinenburi,"['Comedy', 'Music', 'Shounen']",,
23895,REACH x Thermae Romae: Pietrada no Kekkon,Special,5.81,130,10969,410,1,Unknown,13-Apr-14,https://myanimelist.net/anime/23895/REACH_x_Thermae_Romae__Pietrada_no_Kekkon,"['Comedy', 'Historical', 'Seinen']",,['DLE']
23897,Lovely Movie: Itoshi no Muco,TV,6.3,114,9544,760,20,Manga,"Jul 29, 2013 to Dec 23, 2013",https://myanimelist.net/anime/23897/Lovely_Movie__Itoshi_no_Muco,['Slice of Life'],,['Doga Kobo']
23899,Lovely Movie: Itoshi no Muco Specials,Special,5.26,34,12045,242,3,Unknown,19-Mar-14,https://myanimelist.net/anime/23899/Lovely_Movie__Itoshi_no_Muco_Specials,['Slice of Life'],,['Doga Kobo']
23901,Lovely Movie: Itoshi no Muco Season 2,TV,6.06,72,10576,458,22,Manga,"Apr 27, 2014 to Oct 5, 2014",https://myanimelist.net/anime/23901/Lovely_Movie__Itoshi_no_Muco_Season_2,['Slice of Life'],,['Doga Kobo']
23909,Hoshi no Yuuenchi,OVA,4.88,25,13199,113,1,Unknown,14-Oct-89,https://myanimelist.net/anime/23909/Hoshi_no_Yuuenchi,"['Adventure', 'Kids', 'Sci-Fi']",['Gakken'],
23911,"Subarashii Sekai Ryokou: Alaska no Tabi ""Daigo Hyougaki""",Special,4.89,9,13936,112,2,Unknown,"Jan 29, 1967 to Feb 5, 1967",https://myanimelist.net/anime/23911/Subarashii_Sekai_Ryokou__Alaska_no_Tabi_Daigo_Hyougaki,"['Adventure', 'Sci-Fi']",['Nippon Television Network'],
23915,The Adventures of Hello Kitty & Friends,TV,5.99,50,11846,216,52,Unknown,"Feb 18, 2008 to 2009",https://myanimelist.net/anime/23915/The_Adventures_of_Hello_Kitty___Friends,"['Fantasy', 'Kids']",['Sanrio Digital'],
23917,Sora wa Koko ni Aru,Music,5.51,113,12577,197,1,Unknown,17-Jan-14,https://myanimelist.net/anime/23917/Sora_wa_Koko_ni_Aru,['Music'],['Studio Moriken'],
23931,Uchuu Senkan Yamato 2199: Tsuioku no Koukai,Special,6.81,285,8255,1362,1,Original,11-Oct-14,https://myanimelist.net/anime/23931/Uchuu_Senkan_Yamato_2199__Tsuioku_no_Koukai,"['Action', 'Military', 'Sci-Fi', 'Space', 'Drama']",['AIC'],['Xebec']
23933,Kyutai Panic Adventure!,Special,4.94,421,8663,1109,1,Unknown,2003,https://myanimelist.net/anime/23933/Kyutai_Panic_Adventure,"['Action', 'Martial Arts', 'Shounen', 'Super Power']",['Fuji TV'],
23935,Kyutai Panic Adventure Returns!,Special,5.16,393,8783,1061,1,Unknown,2004,https://myanimelist.net/anime/23935/Kyutai_Panic_Adventure_Returns,"['Action', 'Shounen', 'Super Power']",['Fuji TV'],
23943,Mobile Suit Gundam Unicorn: One of Seventy Two,Special,6.63,213,8321,1321,1,Novel,3-Aug-13,https://myanimelist.net/anime/23943/Mobile_Suit_Gundam_Unicorn__One_of_Seventy_Two,['Mecha'],,['Sunrise']
23945,Majimoji Rurumo,TV,6.91,21107,1732,47456,12,Manga,"Jul 9, 2014 to Sep 24, 2014",https://myanimelist.net/anime/23945/Majimoji_Rurumo,"['Comedy', 'Magic', 'Ecchi', 'Fantasy', 'School', 'Shounen']","['Pony Canyon', 'Kodansha', 'AT-X', 'DAX Production', 'Bushiroad']",['J.C.Staff']
23967,Fox Wood Monogatari,OVA,6.83,12,14538,99,3,Unknown,"Jan 21, 1991 to Feb 21, 1992",https://myanimelist.net/anime/23967/Fox_Wood_Monogatari,"['Adventure', 'Kids']",,
23969,Fuku-chan no Kishuu,Movie,6.89,9,12869,135,1,Other,15-Mar-42,https://myanimelist.net/anime/23969/Fuku-chan_no_Kishuu,"['Comedy', 'Historical']",,['Shochiku Animation Institute']
23971,Fuku-chan no Zousan Butai,Movie,7.25,8,13230,123,1,Other,1-Jul-43,https://myanimelist.net/anime/23971/Fuku-chan_no_Zousan_Butai,"['Comedy', 'Historical']",,['Shochiku Animation Institute']
23973,Fuku-chan,TV,5,11,13965,103,71,Other,"Feb 11, 1982 to Mar 27, 1984",https://myanimelist.net/anime/23973/Fuku-chan,"['Kids', 'Slice of Life']",,['Shin-Ei Animation']
23975,Fukuyama Gekijou: Natsu no Himitsu,OVA,6.6,10,12827,88,1,Unknown,27-Sep-90,https://myanimelist.net/anime/23975/Fukuyama_Gekijou__Natsu_no_Himitsu,"['Fantasy', 'Kids']",,
23979,Something Great Chizu ni Nai Machi,Movie,8,8,13245,134,1,Unknown,4-Feb-06,https://myanimelist.net/anime/23979/Something_Great_Chizu_ni_Nai_Machi,['Slice of Life'],,
23983,Fuichin-san,OVA,6.33,6,11929,83,1,Unknown,20-Mar-04,https://myanimelist.net/anime/23983/Fuichin-san,"['Drama', 'Historical', 'Kids', 'Shoujo']",['Animaruya'],
23985,Futari Ecchi (2014),OVA,6.37,1915,5220,5019,3,Manga,10-Oct-14,https://myanimelist.net/anime/23985/Futari_Ecchi_2014,"['Comedy', 'Ecchi', 'Romance', 'Seinen', 'Slice of Life']",,['Production Reed']
23987,Sarusuberi: Miss Hokusai,Movie,7.25,5706,3149,14306,1,Manga,9-May-15,https://myanimelist.net/anime/23987/Sarusuberi__Miss_Hokusai,"['Historical', 'Supernatural', 'Drama', 'Seinen']","['Sunrise', 'TV Tokyo', 'Bandai Visual', 'OLM', 'Asatsu DK', 'DandeLion Animation Studio LLC', 'Trans Cosmos', 'Production GoodBook', 'Asahi Shimbun', 'Tokyo Theatres']",['Production I.G']
23989,Maken-Ki! Two Specials,Special,6.31,4985,3681,11540,5,Manga,"Mar 28, 2014 to Jul 25, 2014",https://myanimelist.net/anime/23989/Maken-Ki_Two_Specials,['Ecchi'],,['Xebec']
23991,Cardfight!! Vanguard Movie: Neon Messiah,Movie,7.09,1250,6248,3294,1,Unknown,13-Sep-14,https://myanimelist.net/anime/23991/Cardfight_Vanguard_Movie__Neon_Messiah,"['Action', 'Adventure', 'Game', 'Demons', 'Shounen']",['Sotsu'],['LIDENFILMS']
24011,Lance N' Masques,TV,5.64,13632,2120,37881,12,Light novel,"Oct 2, 2015 to Dec 18, 2015",https://myanimelist.net/anime/24011/Lance_N_Masques,['Fantasy'],"['Pony Canyon', 'TBS', 'DAX Production', 'KlockWorx', 'Docomo Anime Store', 'NichiNare']",['Studio Gokumi']
24019,Manabu no Natsuyasumi,OVA,4.87,31,14132,124,1,Unknown,2005,https://myanimelist.net/anime/24019/Manabu_no_Natsuyasumi,"['Fantasy', 'Kids']",,
24021,Sei Shoujo The Animation,OVA,6.84,1015,6462,3053,1,Visual novel,25-Jul-14,https://myanimelist.net/anime/24021/Sei_Shoujo_The_Animation,['Hentai'],['Pink Pineapple'],['Office Takeout']
24029,Shijou Saikyou no Deshi Kenichi Specials,Special,7.4,2496,4687,6373,4,Manga,"Nov 15, 2013 to May 16, 2014",https://myanimelist.net/anime/24029/Shijou_Saikyou_no_Deshi_Kenichi_Specials,"['Action', 'Martial Arts', 'Comedy', 'School', 'Shounen']",,['Brain&#039;s Base']
24031,Denki-gai no Honya-san,TV,7.27,34504,1139,80436,12,Manga,"Oct 2, 2014 to Dec 18, 2014",https://myanimelist.net/anime/24031/Denki-gai_no_Honya-san,"['Comedy', 'Seinen', 'Slice of Life']","['Sotsu', 'Pony Canyon', 'DAX Production', 'Comic Umenohone', 'Mobcast']",['Shin-Ei Animation']
24037,Selector Spread WIXOSS,TV,7.48,27541,1626,54575,12,Card game,"Oct 4, 2014 to Dec 20, 2014",https://myanimelist.net/anime/24037/Selector_Spread_WIXOSS,"['Game', 'Psychological']","['Magic Capsule', 'Warner Bros.', 'Showgate']",['J.C.Staff']
24041,Jarujio Animal,TV,6.5,6,14475,96,10,Unknown,"Apr 26, 2010 to Jun 28, 2010",https://myanimelist.net/anime/24041/Jarujio_Animal,"['Adventure', 'Comedy', 'Parody']",,
24053,Gunners,ONA,4.32,44,13389,136,1,Unknown,2011,https://myanimelist.net/anime/24053/Gunners,"['Action', 'Mecha']",,
24071,gdgd Fairies Movie: tte Iu Eiga wa Dou kana...?,Movie,6.54,97,10621,449,1,Original,27-Sep-14,https://myanimelist.net/anime/24071/gdgd_Fairies_Movie__tte_Iu_Eiga_wa_Dou_kana,"['Comedy', 'Fantasy']","['Pony Canyon', 'Tohokushinsha Film Corporation', 'Strawberry Meets Pictures', 'Tokyo MX', 'Bouncy']",
24089,High School Jingi,OVA,5.83,6,13533,126,1,Unknown,10-Feb-92,https://myanimelist.net/anime/24089/High_School_Jingi,"['Action', 'Comedy', 'Seinen']",['Daiei'],
24093,Gorillaman,OVA,6.55,11,12170,167,2,Unknown,"Jun 25, 1992 to Dec 24, 1993",https://myanimelist.net/anime/24093/Gorillaman,"['Comedy', 'School', 'Seinen']",['Kodansha'],['J.C.Staff']
24109,Tooryanse,Music,5.93,277,10626,466,1,Unknown,14-Jan-14,https://myanimelist.net/anime/24109/Tooryanse,"['Supernatural', 'Music']",['Victor Entertainment'],
24121,Patta Potta Monta,TV,5.5,14,14415,97,26,Unknown,"Aug 1, 2006 to Jan 30, 2007",https://myanimelist.net/anime/24121/Patta_Potta_Monta,"['Comedy', 'Kids', 'Slice of Life']",['Tokyo Kids'],
24133,Taimadou Gakuen 35 Shiken Shoutai,TV,7.05,73877,556,150166,12,Light novel,"Oct 8, 2015 to Dec 24, 2015",https://myanimelist.net/anime/24133/Taimadou_Gakuen_35_Shiken_Shoutai,"['Action', 'Ecchi', 'Fantasy', 'Harem', 'Military', 'Romance', 'Supernatural']",['MAGES.'],['Silver Link.']
24135,Nobunaga Concerto,TV,7.73,13813,2164,34040,10,Manga,"Jul 12, 2014 to Sep 20, 2014",https://myanimelist.net/anime/24135/Nobunaga_Concerto,"['Comedy', 'Historical', 'Romance', 'Shounen']",['Pony Canyon'],['Fuji TV']
24139,Tokyo Babylon: Vision,Music,5.46,339,9495,769,1,Unknown,21-Dec-92,https://myanimelist.net/anime/24139/Tokyo_Babylon__Vision,"['Music', 'Supernatural']",['Animate Film'],['Madhouse']
24151,Ao Haru Ride OVA,OVA,7.72,36101,1370,64647,2,Manga,"Aug 25, 2014 to Dec 12, 2014",https://myanimelist.net/anime/24151/Ao_Haru_Ride_OVA,"['Slice of Life', 'Romance', 'School', 'Shoujo']",['TOHO animation'],['Production I.G']
24179,Strobe Light,Music,6.04,306,10197,478,1,Unknown,3-Sep-11,https://myanimelist.net/anime/24179/Strobe_Light,['Music'],['Studio Moriken'],
24181,3-Nen C-Gumi 14-Ban Kubozono Chiyoko no Nyuukaku,Music,5.45,369,9951,615,1,Music,3-Mar-13,https://myanimelist.net/anime/24181/3-Nen_C-Gumi_14-Ban_Kubozono_Chiyoko_no_Nyuukaku,"['Music', 'School']",['Studio Moriken'],
24197,E no Umakatta Tomodachi,Music,5.51,311,10178,507,1,Unknown,9-Apr-14,https://myanimelist.net/anime/24197/E_no_Umakatta_Tomodachi,['Music'],['Studio Moriken'],
24199,Oosouji,Music,5.52,293,10270,493,1,Unknown,27-Dec-13,https://myanimelist.net/anime/24199/Oosouji,['Music'],"['U/M/A/A Inc.', 'Studio Moriken']",
24201,Rakugaki Picasso,Music,5.51,270,10451,443,1,Unknown,16-Apr-14,https://myanimelist.net/anime/24201/Rakugaki_Picasso,['Music'],['Studio Moriken'],
24211,Orenchi no Furo Jijou,TV,7.13,30909,1502,59918,13,4-koma manga,"Oct 6, 2014 to Dec 29, 2014",https://myanimelist.net/anime/24211/Orenchi_no_Furo_Jijou,"['Comedy', 'Fantasy', 'Shoujo']",,['Asahi Production']
24227,Nisekoi OVA,OVA,7.52,48276,1057,86772,3,Manga,"Oct 3, 2014 to Apr 3, 2015",https://myanimelist.net/anime/24227/Nisekoi_OVA,"['Comedy', 'Harem', 'Romance', 'School', 'Shounen']",,['Shaft']
24231,Hitsugi no Chaika: Avenging Battle,TV,7.3,68566,759,122609,10,Light novel,"Oct 9, 2014 to Dec 11, 2014",https://myanimelist.net/anime/24231/Hitsugi_no_Chaika__Avenging_Battle,"['Action', 'Adventure', 'Comedy', 'Romance', 'Fantasy']","['Kadokawa Shoten', 'flying DOG', 'Fujimi Shobo']",['Bones']
24237,Surprise 4 U.,ONA,5.57,65,12486,199,2,Unknown,"Jun 19, 2012 to Jul 5, 2012",https://myanimelist.net/anime/24237/Surprise_4_U,['Sports'],,['Production I.G']
24257,Heisei no Cinderella: Kiko-sama Monogatari,Special,4.85,27,13510,129,1,Unknown,29-Jun-90,https://myanimelist.net/anime/24257/Heisei_no_Cinderella__Kiko-sama_Monogatari,"['Historical', 'Romance']",['Studio Comet'],
24259,Mechano: Scientific Attack Force,OVA,3.26,39,12690,183,3,Unknown,1-Sep-95,https://myanimelist.net/anime/24259/Mechano__Scientific_Attack_Force,"['Comedy', 'Dementia', 'Fantasy', 'Horror', 'Music', 'Parody']",,
24261,Hitsugi no Chaika OVA,OVA,7.08,13097,2478,27052,1,Light novel,10-Mar-15,https://myanimelist.net/anime/24261/Hitsugi_no_Chaika_OVA,"['Action', 'Adventure', 'Comedy', 'Fantasy']",,['Bones']
24269,Chiisana Kyojin Microman: Daigekisen! Microman vs. Saikyou Senshi Gorgon,Movie,5.16,25,12963,158,1,Other,31-Jul-99,https://myanimelist.net/anime/24269/Chiisana_Kyojin_Microman__Daigekisen_Microman_vs_Saikyou_Senshi_Gorgon,"['Action', 'Adventure', 'Mecha', 'Sci-Fi', 'Shounen', 'Super Power']",['Toei Video'],['Studio Pierrot']
24271,Paizuri Cheerleader vs. Sakunyuu Ouendan!,OVA,6.82,1056,6288,3003,1,Visual novel,18-Jul-14,https://myanimelist.net/anime/24271/Paizuri_Cheerleader_vs_Sakunyuu_Ouendan,['Hentai'],['T-Rex'],
